paper,screening,patch,C,M,Y,K,L_t,a_t,b_t,L_m,a_m,b_m,de00
ofsetni papir 170 g,200 dot,282,0.0,100.0,100.0,60.0,24.0,63.0,22.0,24.0,59.0,22.0,0.23
ofsetni papir 170 g,200 dot,283,31.0,0.0,100.0,60.0,37.0,68.0,-9.0,37.0,49.0,-8.0,0.18
ofsetni papir 170 g,200 dot,284,31.0,31.0,100.0,60.0,32.0,66.0,-1.0,32.0,19.0,-1.0,0.44
ofsetni papir 170 g,200 dot,285,31.0,72.0,100.0,60.0,25.0,95.0,8.0,25.0,69.0,9.0,0.31
ofsetni papir 170 g,200 dot,286,31.0,100.0,100.0,60.0,21.0,52.0,15.0,21.0,24.0,16.0,0.46
ofsetni papir 170 g,200 dot,287,72.0,0.0,100.0,60.0,28.0,78.0,-19.0,28.0,96.0,-19.0,0.38
ofsetni papir 170 g,200 dot,288,72.0,31.0,100.0,60.0,25.0,14.0,-10.0,25.0,12.0,-10.0,0.74
ofsetni papir 170 g,200 dot,289,72.0,72.0,100.0,60.0,19.0,68.0,-0.0,19.0,95.0,-0.0,0.31
ofsetni papir 170 g,200 dot,290,72.0,100.0,100.0,60.0,17.0,69.0,4.0,17.0,55.0,4.0,0.38
ofsetni papir 170 g,200 dot,291,100.0,0.0,100.0,60.0,24.0,37.0,-24.0,24.0,85.0,-25.0,0.59
ofsetni papir 170 g,200 dot,292,100.0,31.0,100.0,60.0,22.0,9.0,-16.0,21.0,96.0,-16.0,0.43
ofsetni papir 170 g,200 dot,293,100.0,72.0,100.0,60.0,16.0,55.0,-5.0,16.0,80.0,-4.0,0.44
ofsetni papir 170 g,200 dot,294,100.0,100.0,100.0,60.0,14.0,5.0,-0.0,14.0,57.0,-0.0,0.39
ofsetni papir 170 g,200 dot,295,0.0,0.0,0.0,88.0,22.0,43.0,-0.0,22.0,45.0,-0.0,0.1
ofsetni papir 170 g,200 dot,296,0.0,52.0,0.0,88.0,19.0,84.0,6.0,19.0,7.0,6.0,0.58
ofsetni papir 170 g,200 dot,297,0.0,100.0,0.0,88.0,16.0,86.0,12.0,16.0,47.0,12.0,0.43
ofsetni papir 170 g,200 dot,298,31.0,0.0,0.0,88.0,21.0,48.0,-2.0,20.0,96.0,-2.0,0.39
ofsetni papir 170 g,200 dot,299,31.0,52.0,0.0,88.0,17.0,82.0,3.0,18.0,3.0,3.0,0.32
ofsetni papir 170 g,200 dot,300,31.0,100.0,0.0,88.0,15.0,17.0,8.0,15.0,4.0,9.0,0.29
ofsetni papir 170 g,200 dot,301,72.0,0.0,0.0,88.0,19.0,18.0,-5.0,18.0,19.0,-5.0,0.88
ofsetni papir 170 g,200 dot,302,72.0,52.0,0.0,88.0,15.0,66.0,0.0,15.0,87.0,0.0,0.28
ofsetni papir 170 g,200 dot,303,72.0,100.0,0.0,88.0,13.0,95.0,4.0,14.0,1.0,4.0,0.2
ofsetni papir 170 g,200 dot,304,100.0,0.0,0.0,88.0,17.0,54.0,-6.0,18.0,23.0,-6.0,0.48
ofsetni papir 170 g,200 dot,305,100.0,52.0,0.0,88.0,14.0,97.0,-1.0,14.0,96.0,-0.0,0.13
ofsetni papir 170 g,200 dot,306,100.0,100.0,0.0,88.0,14.0,10.0,2.0,14.0,83.0,2.0,0.51
ofsetni papir 170 g,200 dot,307,0.0,0.0,52.0,88.0,24.0,20.0,-1.0,23.0,29.0,-1.0,0.66
ofsetni papir 170 g,200 dot,308,0.0,52.0,52.0,88.0,19.0,17.0,4.0,19.0,11.0,4.0,0.14
ofsetni papir 170 g,200 dot,309,0.0,100.0,52.0,88.0,17.0,41.0,10.0,17.0,49.0,10.0,0.4
ofsetni papir 170 g,200 dot,310,31.0,0.0,52.0,88.0,22.0,22.0,-4.0,21.0,94.0,-4.0,0.2
ofsetni papir 170 g,200 dot,311,31.0,52.0,52.0,88.0,17.0,55.0,1.0,16.0,99.0,2.0,0.45
ofsetni papir 170 g,200 dot,312,31.0,100.0,52.0,88.0,16.0,18.0,6.0,15.0,70.0,6.0,0.48
ofsetni papir 170 g,200 dot,313,72.0,0.0,52.0,88.0,18.0,0.0,-7.0,18.0,40.0,-7.0,0.35
ofsetni papir 170 g,200 dot,314,72.0,52.0,52.0,88.0,14.0,24.0,-0.0,14.0,64.0,-0.0,0.36
ofsetni papir 170 g,200 dot,315,72.0,100.0,52.0,88.0,13.0,43.0,2.0,13.0,53.0,2.0,0.21
ofsetni papir 170 g,200 dot,316,100.0,0.0,52.0,88.0,17.0,33.0,-7.0,16.0,85.0,-8.0,0.82
ofsetni papir 170 g,200 dot,317,100.0,52.0,52.0,88.0,13.0,34.0,-1.0,13.0,65.0,-2.0,0.74
ofsetni papir 170 g,200 dot,318,100.0,100.0,52.0,88.0,13.0,18.0,0.0,13.0,79.0,0.0,0.4
ofsetni papir 170 g,200 dot,319,0.0,0.0,100.0,88.0,24.0,78.0,-3.0,24.0,39.0,-3.0,0.63
ofsetni papir 170 g,200 dot,320,0.0,52.0,100.0,88.0,20.0,25.0,2.0,19.0,35.0,2.0,0.69
ofsetni papir 170 g,200 dot,321,0.0,100.0,100.0,88.0,18.0,11.0,7.0,17.0,29.0,7.0,0.59
ofsetni papir 170 g,200 dot,322,31.0,0.0,100.0,88.0,21.0,43.0,-4.0,21.0,12.0,-4.0,0.22
ofsetni papir 170 g,200 dot,323,31.0,52.0,100.0,88.0,17.0,93.0,0.0,18.0,84.0,0.0,0.71
ofsetni papir 170 g,200 dot,324,31.0,100.0,100.0,88.0,16.0,20.0,4.0,16.0,95.0,4.0,0.57
ofsetni papir 170 g,200 dot,325,72.0,0.0,100.0,88.0,18.0,77.0,-8.0,18.0,59.0,-8.0,0.19
ofsetni papir 170 g,200 dot,326,72.0,52.0,100.0,88.0,15.0,82.0,-2.0,15.0,29.0,-2.0,0.4
ofsetni papir 170 g,200 dot,327,72.0,100.0,100.0,88.0,15.0,51.0,0.0,14.0,83.0,1.0,0.59
ofsetni papir 170 g,200 dot,328,100.0,0.0,100.0,88.0,17.0,75.0,-9.0,17.0,59.0,-9.0,0.26
ofsetni papir 170 g,200 dot,329,100.0,52.0,100.0,88.0,14.0,29.0,-2.0,14.0,31.0,-2.0,0.2
ofsetni papir 170 g,200 dot,330,100.0,100.0,100.0,88.0,14.0,36.0,-0.0,14.0,93.0,-0.0,0.4
ofsetni papir 170 g,200 dot,331,0.0,0.0,0.0,100.0,15.0,77.0,-0.0,15.0,91.0,-0.0,0.3
ofsetni papir 170 g,200 dot,332,0.0,52.0,0.0,100.0,14.0,2.0,2.0,14.0,38.0,2.0,0.33
ofsetni papir 170 g,200 dot,333,0.0,100.0,0.0,100.0,14.0,48.0,3.0,13.0,4.0,4.0,0.99
ofsetni papir 170 g,200 dot,334,52.0,0.0,0.0,100.0,13.0,60.0,-0.0,13.0,2.0,-0.0,0.49
ofsetni papir 170 g,200 dot,335,52.0,52.0,0.0,100.0,13.0,20.0,1.0,13.0,16.0,1.0,0.25
ofsetni papir 170 g,200 dot,336,52.0,100.0,0.0,100.0,11.0,92.0,3.0,12.0,66.0,3.0,0.52
ofsetni papir 170 g,200 dot,337,100.0,0.0,0.0,100.0,14.0,80.0,-2.0,14.0,86.0,-2.0,0.04
ofsetni papir 170 g,200 dot,338,100.0,52.0,0.0,100.0,13.0,0.0,0.0,12.0,58.0,0.0,0.68
ofsetni papir 170 g,200 dot,339,100.0,100.0,0.0,100.0,13.0,39.0,1.0,13.0,40.0,1.0,0.34
ofsetni papir 170 g,200 dot,340,0.0,0.0,52.0,100.0,15.0,16.0,-1.0,15.0,70.0,-1.0,0.42
ofsetni papir 170 g,200 dot,341,0.0,52.0,52.0,100.0,15.0,88.0,1.0,14.0,94.0,1.0,0.63
ofsetni papir 170 g,200 dot,342,0.0,100.0,52.0,100.0,14.0,4.0,3.0,14.0,21.0,2.0,0.34
ofsetni papir 170 g,200 dot,343,52.0,0.0,52.0,100.0,14.0,70.0,-2.0,13.0,93.0,-2.0,0.53
ofsetni papir 170 g,200 dot,344,52.0,52.0,52.0,100.0,13.0,89.0,-0.0,15.0,10.0,-0.0,0.83
ofsetni papir 170 g,200 dot,345,52.0,100.0,52.0,100.0,14.0,5.0,1.0,14.0,37.0,1.0,0.25
ofsetni papir 170 g,200 dot,346,100.0,0.0,52.0,100.0,13.0,91.0,-2.0,14.0,13.0,-2.0,0.58
ofsetni papir 170 g,200 dot,347,100.0,52.0,52.0,100.0,14.0,4.0,-1.0,13.0,68.0,-0.0,0.4
ofsetni papir 170 g,200 dot,348,100.0,100.0,52.0,100.0,14.0,87.0,1.0,14.0,62.0,0.0,4.33
ofsetni papir 170 g,200 dot,349,0.0,0.0,100.0,100.0,14.0,87.0,-2.0,14.0,82.0,-2.0,0.05
ofsetni papir 170 g,200 dot,350,0.0,52.0,100.0,100.0,14.0,28.0,0.0,15.0,29.0,0.0,0.67
ofsetni papir 170 g,200 dot,351,0.0,100.0,100.0,100.0,14.0,97.0,2.0,14.0,61.0,2.0,0.3
ofsetni papir 170 g,200 dot,352,52.0,0.0,100.0,100.0,15.0,51.0,-3.0,15.0,0.0,-3.0,0.48
ofsetni papir 170 g,200 dot,353,52.0,52.0,100.0,100.0,15.0,8.0,-0.0,14.0,50.0,-0.0,0.39
ofsetni papir 170 g,200 dot,354,52.0,100.0,100.0,100.0,14.0,43.0,0.0,14.0,55.0,1.0,0.22
ofsetni papir 170 g,200 dot,355,100.0,0.0,100.0,100.0,15.0,59.0,-4.0,15.0,6.0,-4.0,0.66
ofsetni papir 170 g,200 dot,356,100.0,52.0,100.0,100.0,14.0,41.0,-2.0,14.0,8.0,-1.0,0.45
ofsetni papir 170 g,200 dot,357,100.0,100.0,100.0,100.0,15.0,6.0,-0.0,14.0,71.0,-0.0,0.47
ofsetni papir 170 g,200 dot,358,5.0,0.0,0.0,0.0,92.0,42.0,-0.0,92.0,46.0,-0.0,0.53
ofsetni papir 170 g,200 dot,359,28.0,0.0,0.0,0.0,83.0,37.0,-8.0,83.0,55.0,-8.0,0.49
ofsetni papir 170 g,200 dot,360,95.0,0.0,0.0,0.0,53.0,76.0,-33.0,53.0,65.0,-33.0,0.15
ofsetni papir 170 g,200 dot,361,0.0,4.0,0.0,0.0,93.0,40.0,1.0,93.0,17.0,1.0,0.2
ofsetni papir 170 g,200 dot,362,0.0,11.0,0.0,0.0,90.0,58.0,2.0,90.0,13.0,2.0,0.77
ofsetni papir 170 g,200 dot,363,0.0,93.0,0.0,0.0,49.0,91.0,56.0,48.0,89.0,57.0,1.09
ofsetni papir 170 g,200 dot,364,0.0,0.0,4.0,0.0,93.0,97.0,0.0,93.0,72.0,0.0,0.17
ofsetni papir 170 g,200 dot,365,0.0,0.0,11.0,0.0,93.0,21.0,-0.0,92.0,81.0,-0.0,0.53
ofsetni papir 170 g,200 dot,366,0.0,0.0,93.0,0.0,86.0,76.0,-3.0,86.0,70.0,-3.0,0.62
ofsetni papir 170 g,200 dot,367,0.0,0.0,0.0,4.0,89.0,0.0,0.0,88.0,59.0,0.0,0.27
ofsetni papir 170 g,200 dot,368,0.0,0.0,0.0,13.0,80.0,56.0,0.0,80.0,65.0,0.0,0.11
ofsetni papir 170 g,200 dot,369,0.0,0.0,0.0,95.0,17.0,81.0,-0.0,17.0,56.0,-0.0,0.17
ofsetni papir 170 g,200 dot,370,9.0,7.0,7.0,0.0,85.0,42.0,0.0,85.0,59.0,0.0,0.22
ofsetni papir 170 g,200 dot,371,19.0,15.0,15.0,0.0,74.0,89.0,-0.0,75.0,59.0,0.0,0.66
ofsetni papir 170 g,200 dot,372,29.0,23.0,23.0,0.0,67.0,15.0,-0.0,67.0,12.0,0.0,0.51
ofsetni papir 170 g,200 dot,373,39.0,31.0,31.0,0.0,57.0,62.0,-0.0,57.0,27.0,-0.0,0.42
ofsetni papir 170 g,200 dot,374,49.0,39.0,39.0,4.0,45.0,30.0,-0.0,46.0,68.0,-0.0,1.39
ofsetni papir 170 g,200 dot,375,59.0,47.0,47.0,16.0,36.0,6.0,-1.0,36.0,7.0,-1.0,0.35
ofsetni papir 170 g,200 dot,376,69.0,55.0,55.0,31.0,28.0,19.0,-1.0,27.0,11.0,-1.0,1.3
ofsetni papir 170 g,200 dot,377,79.0,63.0,63.0,48.0,22.0,42.0,-2.0,21.0,72.0,-2.0,0.6
ofsetni papir 170 g,200 dot,378,89.0,71.0,71.0,72.0,15.0,81.0,-1.0,16.0,36.0,-1.0,0.51
ofsetni papir 170 g,200 dot,379,99.0,79.0,79.0,100.0,15.0,79.0,-0.0,15.0,38.0,-0.0,0.3
ofsetni papir 170 g,200 dot,380,9.0,7.0,7.0,0.0,85.0,47.0,0.0,85.0,99.0,0.0,0.35
ofsetni papir 170 g,200 dot,381,18.0,14.0,14.0,0.0,76.0,90.0,-0.0,76.0,61.0,-0.0,0.37
ofsetni papir 170 g,200 dot,382,27.0,21.0,21.0,0.0,68.0,47.0,-0.0,68.0,19.0,-0.0,0.34
ofsetni papir 170 g,200 dot,383,36.0,29.0,29.0,0.0,59.0,64.0,-0.0,59.0,32.0,-0.0,0.5
ofsetni papir 170 g,200 dot,384,45.0,36.0,36.0,0.0,51.0,87.0,-0.0,51.0,88.0,-0.0,0.21
ofsetni papir 170 g,200 dot,385,54.0,43.0,43.0,0.0,44.0,71.0,-0.0,45.0,51.0,-0.0,0.8
ofsetni papir 170 g,200 dot,386,63.0,50.0,50.0,0.0,37.0,95.0,-1.0,37.0,33.0,-1.0,0.73
ofsetni papir 170 g,200 dot,387,72.0,58.0,58.0,0.0,33.0,96.0,-2.0,33.0,39.0,-2.0,0.48
ofsetni papir 170 g,200 dot,388,81.0,65.0,65.0,2.0,29.0,34.0,-4.0,29.0,77.0,-4.0,0.39
ofsetni papir 170 g,200 dot,389,90.0,72.0,72.0,49.0,20.0,21.0,-3.0,19.0,97.0,-3.0,0.42
ofsetni papir 170 g,200 dot,390,24.0,19.0,19.0,11.0,64.0,20.0,-0.0,64.0,43.0,-0.0,0.31
ofsetni papir 170 g,200 dot,391,49.0,39.0,39.0,30.0,35.0,62.0,-0.0,36.0,41.0,-0.0,0.8
ofsetni papir 170 g,200 dot,392,74.0,59.0,59.0,59.0,21.0,76.0,-1.0,21.0,57.0,-1.0,0.17
ofsetni papir 170 g,200 dot,393,28.0,0.0,0.0,0.0,83.0,77.0,-8.0,83.0,0.0,-8.0,0.62
ofsetni papir 170 g,200 dot,394,64.0,0.0,0.0,0.0,64.0,53.0,-25.0,64.0,12.0,-25.0,0.41
ofsetni papir 170 g,200 dot,395,0.0,21.0,0.0,0.0,86.0,93.0,6.0,86.0,38.0,7.0,0.72
ofsetni papir 170 g,200 dot,396,0.0,52.0,0.0,0.0,72.0,12.0,23.0,71.0,22.0,25.0,1.04
ofsetni papir 170 g,200 dot,397,0.0,0.0,21.0,0.0,92.0,45.0,-0.0,92.0,30.0,-0.0,0.61
ofsetni papir 170 g,200 dot,398,0.0,0.0,52.0,0.0,90.0,2.0,-3.0,89.0,94.0,-2.0,0.34
ofsetni papir 170 g,200 dot,399,0.0,0.0,0.0,25.0,70.0,38.0,0.0,70.0,85.0,0.0,0.38
ofsetni papir 170 g,200 dot,400,0.0,0.0,0.0,60.0,40.0,44.0,-0.0,38.0,36.0,-0.0,1.83
ofsetni papir 170 g,200 line,1,0.0,0.0,0.0,0.0,94.0,8.0,0.0,93.0,80.0,0.0,0.32
ofsetni papir 170 g,200 line,2,0.0,21.0,0.0,0.0,84.0,58.0,8.0,86.0,4.0,7.0,1.86
ofsetni papir 170 g,200 line,3,0.0,52.0,0.0,0.0,70.0,61.0,23.0,71.0,45.0,22.0,0.78
ofsetni papir 170 g,200 line,4,0.0,81.0,0.0,0.0,57.0,24.0,42.0,58.0,25.0,41.0,1.2
ofsetni papir 170 g,200 line,5,0.0,100.0,0.0,0.0,47.0,84.0,59.0,47.0,97.0,59.0,0.25
ofsetni papir 170 g,200 line,6,16.0,0.0,0.0,0.0,87.0,11.0,-4.0,87.0,34.0,-3.0,0.25
ofsetni papir 170 g,200 line,7,16.0,21.0,0.0,0.0,78.0,83.0,3.0,80.0,67.0,2.0,2.13
ofsetni papir 170 g,200 line,8,16.0,52.0,0.0,0.0,65.0,51.0,19.0,66.0,95.0,18.0,1.64
ofsetni papir 170 g,200 line,9,16.0,81.0,0.0,0.0,51.0,80.0,36.0,54.0,95.0,33.0,3.28
ofsetni papir 170 g,200 line,10,16.0,100.0,0.0,0.0,43.0,51.0,53.0,44.0,0.0,53.0,0.46
ofsetni papir 170 g,200 line,11,39.0,0.0,0.0,0.0,77.0,96.0,-10.0,78.0,23.0,-11.0,0.4
ofsetni papir 170 g,200 line,12,39.0,21.0,0.0,0.0,71.0,70.0,-3.0,71.0,69.0,-5.0,1.73
ofsetni papir 170 g,200 line,13,39.0,52.0,0.0,0.0,58.0,93.0,10.0,58.0,26.0,8.0,2.34
ofsetni papir 170 g,200 line,14,39.0,81.0,0.0,0.0,46.0,30.0,26.0,48.0,52.0,23.0,2.83
ofsetni papir 170 g,200 line,15,39.0,100.0,0.0,0.0,40.0,21.0,41.0,38.0,60.0,41.0,1.46
ofsetni papir 170 g,200 line,16,64.0,0.0,0.0,0.0,68.0,7.0,-20.0,68.0,78.0,-19.0,0.77
ofsetni papir 170 g,200 line,17,64.0,21.0,0.0,0.0,61.0,50.0,-13.0,63.0,43.0,-13.0,1.72
ofsetni papir 170 g,200 line,18,64.0,52.0,0.0,0.0,50.0,57.0,-1.0,51.0,85.0,0.0,1.83
ofsetni papir 170 g,200 line,19,64.0,81.0,0.0,0.0,40.0,57.0,13.0,43.0,19.0,12.0,2.54
ofsetni papir 170 g,200 line,20,64.0,100.0,0.0,0.0,34.0,20.0,25.0,35.0,37.0,27.0,1.64
ofsetni papir 170 g,200 line,21,85.0,0.0,0.0,0.0,58.0,40.0,-29.0,58.0,90.0,-29.0,0.55
ofsetni papir 170 g,200 line,22,85.0,21.0,0.0,0.0,53.0,46.0,-23.0,54.0,37.0,-25.0,1.24
ofsetni papir 170 g,200 line,23,85.0,52.0,0.0,0.0,44.0,17.0,-10.0,44.0,98.0,-11.0,0.84
ofsetni papir 170 g,200 line,24,85.0,81.0,0.0,0.0,35.0,47.0,3.0,37.0,66.0,1.0,2.76
ofsetni papir 170 g,200 line,25,85.0,100.0,0.0,0.0,29.0,68.0,12.0,30.0,95.0,13.0,1.06
ofsetni papir 170 g,200 line,26,100.0,0.0,0.0,0.0,52.0,56.0,-34.0,52.0,28.0,-34.0,0.61
ofsetni papir 170 g,200 line,27,100.0,21.0,0.0,0.0,47.0,2.0,-29.0,46.0,97.0,-29.0,0.11
ofsetni papir 170 g,200 line,28,100.0,52.0,0.0,0.0,40.0,18.0,-17.0,39.0,68.0,-17.0,0.48
ofsetni papir 170 g,200 line,29,100.0,81.0,0.0,0.0,32.0,18.0,-2.0,33.0,66.0,-5.0,2.53
ofsetni papir 170 g,200 line,30,100.0,100.0,0.0,0.0,27.0,72.0,6.0,27.0,92.0,5.0,1.12
ofsetni papir 170 g,200 line,31,0.0,0.0,21.0,0.0,91.0,59.0,-1.0,91.0,39.0,-2.0,2.38
ofsetni papir 170 g,200 line,32,0.0,21.0,21.0,0.0,82.0,76.0,6.0,83.0,36.0,5.0,2.97
ofsetni papir 170 g,200 line,33,0.0,52.0,21.0,0.0,68.0,84.0,24.0,70.0,13.0,22.0,2.73
ofsetni papir 170 g,200 line,34,0.0,81.0,21.0,0.0,57.0,5.0,42.0,58.0,10.0,40.0,2.39
ofsetni papir 170 g,200 line,35,0.0,100.0,21.0,0.0,47.0,25.0,59.0,47.0,9.0,59.0,1.21
ofsetni papir 170 g,200 line,36,16.0,0.0,21.0,0.0,85.0,29.0,-5.0,85.0,25.0,-5.0,0.94
ofsetni papir 170 g,200 line,37,16.0,21.0,21.0,0.0,73.0,63.0,2.0,74.0,55.0,2.0,1.83
ofsetni papir 170 g,200 line,38,16.0,52.0,21.0,0.0,60.0,71.0,18.0,62.0,30.0,17.0,1.72
ofsetni papir 170 g,200 line,39,16.0,81.0,21.0,0.0,49.0,93.0,35.0,52.0,46.0,33.0,3.22
ofsetni papir 170 g,200 line,40,16.0,100.0,21.0,0.0,42.0,92.0,50.0,42.0,98.0,51.0,1.1
ofsetni papir 170 g,200 line,41,39.0,0.0,21.0,0.0,75.0,99.0,-13.0,75.0,27.0,-14.0,1.15
ofsetni papir 170 g,200 line,42,39.0,21.0,21.0,0.0,64.0,96.0,-4.0,64.0,81.0,-4.0,0.65
ofsetni papir 170 g,200 line,43,39.0,52.0,21.0,0.0,53.0,39.0,11.0,53.0,60.0,11.0,0.8
ofsetni papir 170 g,200 line,44,39.0,81.0,21.0,0.0,43.0,40.0,26.0,45.0,15.0,24.0,1.95
ofsetni papir 170 g,200 line,45,39.0,100.0,21.0,0.0,37.0,19.0,39.0,37.0,44.0,39.0,0.38
ofsetni papir 170 g,200 line,46,64.0,0.0,21.0,0.0,64.0,61.0,-25.0,65.0,99.0,-24.0,2.17
ofsetni papir 170 g,200 line,47,64.0,21.0,21.0,0.0,54.0,94.0,-15.0,56.0,25.0,-14.0,1.45
ofsetni papir 170 g,200 line,48,64.0,52.0,21.0,0.0,45.0,10.0,0.0,45.0,62.0,0.0,0.5
ofsetni papir 170 g,200 line,49,64.0,81.0,21.0,0.0,35.0,62.0,14.0,38.0,31.0,11.0,3.67
ofsetni papir 170 g,200 line,50,64.0,100.0,21.0,0.0,31.0,75.0,24.0,32.0,54.0,23.0,0.8
ofsetni papir 170 g,200 line,51,85.0,0.0,21.0,0.0,56.0,42.0,-34.0,56.0,83.0,-34.0,1.38
ofsetni papir 170 g,200 line,52,85.0,21.0,21.0,0.0,47.0,76.0,-24.0,48.0,56.0,-25.0,0.88
ofsetni papir 170 g,200 line,53,85.0,52.0,21.0,0.0,38.0,82.0,-10.0,40.0,51.0,-9.0,1.57
ofsetni papir 170 g,200 line,54,85.0,81.0,21.0,0.0,30.0,91.0,2.0,33.0,34.0,1.0,2.25
ofsetni papir 170 g,200 line,55,85.0,100.0,21.0,0.0,27.0,36.0,10.0,27.0,74.0,10.0,0.47
ofsetni papir 170 g,200 line,56,100.0,0.0,21.0,0.0,50.0,11.0,-41.0,49.0,73.0,-42.0,1.2
ofsetni papir 170 g,200 line,57,100.0,21.0,21.0,0.0,44.0,37.0,-32.0,44.0,40.0,-33.0,0.35
ofsetni papir 170 g,200 line,58,100.0,52.0,21.0,0.0,36.0,19.0,-16.0,36.0,28.0,-16.0,0.45
ofsetni papir 170 g,200 line,59,100.0,81.0,21.0,0.0,29.0,26.0,-3.0,30.0,42.0,-6.0,2.06
ofsetni papir 170 g,200 line,60,100.0,100.0,21.0,0.0,25.0,51.0,2.0,26.0,81.0,1.0,1.65
ofsetni papir 170 g,200 line,61,0.0,0.0,52.0,0.0,88.0,78.0,-2.0,88.0,72.0,-2.0,1.05
ofsetni papir 170 g,200 line,62,0.0,21.0,52.0,0.0,80.0,42.0,6.0,81.0,37.0,5.0,1.3
ofsetni papir 170 g,200 line,63,0.0,52.0,52.0,0.0,67.0,70.0,23.0,68.0,96.0,22.0,1.53
ofsetni papir 170 g,200 line,64,0.0,81.0,52.0,0.0,55.0,40.0,42.0,57.0,81.0,39.0,2.65
ofsetni papir 170 g,200 line,65,0.0,100.0,52.0,0.0,46.0,67.0,57.0,47.0,6.0,57.0,0.39
ofsetni papir 170 g,200 line,66,16.0,0.0,52.0,0.0,81.0,59.0,-6.0,82.0,42.0,-6.0,0.57
ofsetni papir 170 g,200 line,67,16.0,21.0,52.0,0.0,71.0,37.0,2.0,72.0,49.0,2.0,1.16
ofsetni papir 170 g,200 line,68,16.0,52.0,52.0,0.0,59.0,58.0,18.0,60.0,53.0,17.0,1.63
ofsetni papir 170 g,200 line,69,16.0,81.0,52.0,0.0,50.0,3.0,34.0,51.0,37.0,32.0,1.99
ofsetni papir 170 g,200 line,70,16.0,100.0,52.0,0.0,42.0,44.0,49.0,42.0,47.0,49.0,0.36
ofsetni papir 170 g,200 line,71,39.0,0.0,52.0,0.0,73.0,3.0,-15.0,72.0,54.0,-16.0,0.7
ofsetni papir 170 g,200 line,72,39.0,21.0,52.0,0.0,60.0,42.0,-5.0,62.0,16.0,-5.0,2.17
ofsetni papir 170 g,200 line,73,39.0,52.0,52.0,0.0,50.0,71.0,9.0,51.0,62.0,9.0,2.31
ofsetni papir 170 g,200 line,74,39.0,81.0,52.0,0.0,42.0,60.0,24.0,44.0,70.0,22.0,3.04
ofsetni papir 170 g,200 line,75,39.0,100.0,52.0,0.0,37.0,22.0,36.0,37.0,78.0,36.0,1.12
ofsetni papir 170 g,200 line,76,64.0,0.0,52.0,0.0,61.0,49.0,-28.0,63.0,11.0,-27.0,2.31
ofsetni papir 170 g,200 line,77,64.0,21.0,52.0,0.0,53.0,30.0,-17.0,54.0,11.0,-17.0,1.96
ofsetni papir 170 g,200 line,78,64.0,52.0,52.0,0.0,38.0,56.0,-1.0,41.0,54.0,-1.0,2.77
ofsetni papir 170 g,200 line,79,64.0,81.0,52.0,0.0,32.0,64.0,12.0,36.0,23.0,12.0,2.98
ofsetni papir 170 g,200 line,80,64.0,100.0,52.0,0.0,29.0,71.0,21.0,32.0,59.0,20.0,2.29
ofsetni papir 170 g,200 line,81,85.0,0.0,52.0,0.0,53.0,67.0,-39.0,54.0,33.0,-38.0,0.84
ofsetni papir 170 g,200 line,82,85.0,21.0,52.0,0.0,45.0,89.0,-29.0,46.0,49.0,-29.0,1.71
ofsetni papir 170 g,200 line,83,85.0,52.0,52.0,0.0,34.0,63.0,-12.0,37.0,22.0,-12.0,2.23
ofsetni papir 170 g,200 line,84,85.0,81.0,52.0,0.0,27.0,71.0,2.0,29.0,38.0,2.0,1.52
ofsetni papir 170 g,200 line,85,85.0,100.0,52.0,0.0,25.0,9.0,8.0,27.0,83.0,7.0,2.35
ofsetni papir 170 g,200 line,86,100.0,0.0,52.0,0.0,48.0,35.0,-47.0,48.0,83.0,-46.0,0.8
ofsetni papir 170 g,200 line,87,100.0,21.0,52.0,0.0,42.0,64.0,-36.0,42.0,69.0,-38.0,1.2
ofsetni papir 170 g,200 line,88,100.0,52.0,52.0,0.0,32.0,77.0,-19.0,33.0,86.0,-21.0,1.75
ofsetni papir 170 g,200 line,89,100.0,81.0,52.0,0.0,24.0,78.0,-4.0,26.0,7.0,-4.0,1.09
ofsetni papir 170 g,200 line,90,100.0,100.0,52.0,0.0,22.0,15.0,1.0,24.0,46.0,0.0,2.2
ofsetni papir 170 g,200 line,91,0.0,0.0,81.0,0.0,86.0,17.0,-2.0,86.0,79.0,-2.0,1.57
ofsetni papir 170 g,200 line,92,0.0,21.0,81.0,0.0,78.0,97.0,6.0,80.0,13.0,6.0,2.1
ofsetni papir 170 g,200 line,93,0.0,52.0,81.0,0.0,65.0,44.0,25.0,67.0,58.0,22.0,2.06
ofsetni papir 170 g,200 line,94,0.0,81.0,81.0,0.0,53.0,73.0,43.0,55.0,54.0,41.0,1.92
ofsetni papir 170 g,200 line,95,0.0,100.0,81.0,0.0,45.0,88.0,58.0,45.0,98.0,58.0,1.01
ofsetni papir 170 g,200 line,96,16.0,0.0,81.0,0.0,79.0,31.0,-7.0,80.0,36.0,-7.0,1.71
ofsetni papir 170 g,200 line,97,16.0,21.0,81.0,0.0,69.0,97.0,2.0,71.0,1.0,1.0,1.52
ofsetni papir 170 g,200 line,98,16.0,52.0,81.0,0.0,58.0,9.0,17.0,58.0,99.0,17.0,1.49
ofsetni papir 170 g,200 line,99,16.0,81.0,81.0,0.0,49.0,7.0,35.0,51.0,42.0,32.0,2.54
ofsetni papir 170 g,200 line,100,16.0,100.0,81.0,0.0,41.0,82.0,49.0,43.0,8.0,49.0,1.89
